checkpoint_mode,target_family,target,parameter_group,parameter_group_base,parameter_tensor_count,requires_grad_tensor_count,classification,connected_tensor_count,unused_tensor_count,finite_gradient_tensor_count,nonzero_gradient_tensor_count,gradient_l1_norm,gradient_l2_norm,maximum_absolute_gradient
joint,native,native/frame_local_only/native_score_refute,joint:polarity_branch,polarity_branch,8,8,DISCONNECTED,0,8,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_score_refute,joint:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_score_refute,joint:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_score_refute,joint:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_score_refute,joint:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,native,native/frame_local_only/native_score_refute,frame_local_only:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,native,native/frame_local_only/native_score_refute,frame_local_only:frame_branch,frame_branch,10,10,DISCONNECTED,0,10,0,0,0.0,0.0,0.0
frame_local_only,native,native/frame_local_only/native_score_refute,frame_local_only:predicate_branch,predicate_branch,10,10,CONNECTED_NONZERO,10,0,10,10,3416.881103515625,29.664339065551758,8.48735237121582
frame_local_only,native,native/frame_local_only/native_score_refute,frame_local_only:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_NONZERO,6,0,6,6,479.18023681640625,5.665898323059082,0.4996342957019806
frame_local_only,native,native/frame_local_only/native_score_refute,frame_local_only:polarity_branch,polarity_branch,8,8,CONNECTED_NONZERO,8,0,8,6,831.3065795898438,10.797574043273926,1.754854440689087
frame_local_only,native,native/frame_local_only/native_score_refute,frame_local_only:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,CONNECTED_ZERO_AT_OBSERVED_BATCH,2,0,2,0,0.0,0.0,0.0
frame_local_only,native,native/frame_local_only/native_score_refute,frame_local_only:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,native,native/frame_local_only/native_score_refute,frame_local_only:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,native,native/frame_local_only/native_score_refute,frame_local_only:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_margin_support_minus_not_entitled,joint:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_margin_support_minus_not_entitled,joint:frame_branch,frame_branch,10,10,DISCONNECTED,0,10,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_margin_support_minus_not_entitled,joint:predicate_branch,predicate_branch,10,10,DISCONNECTED,0,10,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_margin_support_minus_not_entitled,joint:sufficiency_branch,sufficiency_branch,6,6,DISCONNECTED,0,6,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_margin_support_minus_not_entitled,joint:polarity_branch,polarity_branch,8,8,DISCONNECTED,0,8,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_margin_support_minus_not_entitled,joint:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_margin_support_minus_not_entitled,joint:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_margin_support_minus_not_entitled,joint:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_margin_support_minus_not_entitled,joint:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,native,native/frame_local_only/native_margin_support_minus_not_entitled,frame_local_only:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,native,native/frame_local_only/native_margin_support_minus_not_entitled,frame_local_only:frame_branch,frame_branch,10,10,DISCONNECTED,0,10,0,0,0.0,0.0,0.0
frame_local_only,native,native/frame_local_only/native_margin_support_minus_not_entitled,frame_local_only:predicate_branch,predicate_branch,10,10,CONNECTED_NONZERO,10,0,10,10,3506.260498046875,27.576622009277344,6.988433837890625
frame_local_only,native,native/frame_local_only/native_margin_support_minus_not_entitled,frame_local_only:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_NONZERO,6,0,6,6,397.44622802734375,4.31608247756958,0.3044440448284149
frame_local_only,native,native/frame_local_only/native_margin_support_minus_not_entitled,frame_local_only:polarity_branch,polarity_branch,8,8,CONNECTED_NONZERO,8,0,8,6,819.0831909179688,11.695008277893066,2.644970655441284
frame_local_only,native,native/frame_local_only/native_margin_support_minus_not_entitled,frame_local_only:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,CONNECTED_NONZERO,2,0,2,2,5.97124719619751,4.459351539611816,4.0
frame_local_only,native,native/frame_local_only/native_margin_support_minus_not_entitled,frame_local_only:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,native,native/frame_local_only/native_margin_support_minus_not_entitled,frame_local_only:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,native,native/frame_local_only/native_margin_support_minus_not_entitled,frame_local_only:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_margin_support_minus_refute,joint:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_margin_support_minus_refute,joint:frame_branch,frame_branch,10,10,DISCONNECTED,0,10,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_margin_support_minus_refute,joint:predicate_branch,predicate_branch,10,10,DISCONNECTED,0,10,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_margin_support_minus_refute,joint:sufficiency_branch,sufficiency_branch,6,6,DISCONNECTED,0,6,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_margin_support_minus_refute,joint:polarity_branch,polarity_branch,8,8,DISCONNECTED,0,8,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_margin_support_minus_refute,joint:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_margin_support_minus_refute,joint:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_margin_support_minus_refute,joint:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_margin_support_minus_refute,joint:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,native,native/frame_local_only/native_margin_support_minus_refute,frame_local_only:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,native,native/frame_local_only/native_margin_support_minus_refute,frame_local_only:frame_branch,frame_branch,10,10,DISCONNECTED,0,10,0,0,0.0,0.0,0.0
frame_local_only,native,native/frame_local_only/native_margin_support_minus_refute,frame_local_only:predicate_branch,predicate_branch,10,10,CONNECTED_NONZERO,10,0,10,10,4261.4541015625,32.17138671875,4.7747802734375
frame_local_only,native,native/frame_local_only/native_margin_support_minus_refute,frame_local_only:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_NONZERO,6,0,6,6,732.0164794921875,8.21761417388916,0.7552397847175598
frame_local_only,native,native/frame_local_only/native_margin_support_minus_refute,frame_local_only:polarity_branch,polarity_branch,8,8,CONNECTED_NONZERO,8,0,8,8,1308.5799560546875,16.43446922302246,2.644970655441284
frame_local_only,native,native/frame_local_only/native_margin_support_minus_refute,frame_local_only:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,CONNECTED_ZERO_AT_OBSERVED_BATCH,2,0,2,0,0.0,0.0,0.0
frame_local_only,native,native/frame_local_only/native_margin_support_minus_refute,frame_local_only:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,native,native/frame_local_only/native_margin_support_minus_refute,frame_local_only:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,native,native/frame_local_only/native_margin_support_minus_refute,frame_local_only:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_margin_refute_minus_not_entitled,joint:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_margin_refute_minus_not_entitled,joint:frame_branch,frame_branch,10,10,DISCONNECTED,0,10,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_margin_refute_minus_not_entitled,joint:predicate_branch,predicate_branch,10,10,DISCONNECTED,0,10,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_margin_refute_minus_not_entitled,joint:sufficiency_branch,sufficiency_branch,6,6,DISCONNECTED,0,6,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_margin_refute_minus_not_entitled,joint:polarity_branch,polarity_branch,8,8,DISCONNECTED,0,8,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_margin_refute_minus_not_entitled,joint:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_margin_refute_minus_not_entitled,joint:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_margin_refute_minus_not_entitled,joint:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_margin_refute_minus_not_entitled,joint:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,native,native/frame_local_only/native_margin_refute_minus_not_entitled,frame_local_only:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,native,native/frame_local_only/native_margin_refute_minus_not_entitled,frame_local_only:frame_branch,frame_branch,10,10,DISCONNECTED,0,10,0,0,0.0,0.0,0.0
frame_local_only,native,native/frame_local_only/native_margin_refute_minus_not_entitled,frame_local_only:predicate_branch,predicate_branch,10,10,CONNECTED_NONZERO,10,0,10,10,4196.2763671875,36.166351318359375,10.732427597045898
frame_local_only,native,native/frame_local_only/native_margin_refute_minus_not_entitled,frame_local_only:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_NONZERO,6,0,6,6,478.57745361328125,5.647213935852051,0.48861628770828247
frame_local_only,native,native/frame_local_only/native_margin_refute_minus_not_entitled,frame_local_only:polarity_branch,polarity_branch,8,8,CONNECTED_NONZERO,8,0,8,6,831.3065795898438,10.797574043273926,1.754854440689087
frame_local_only,native,native/frame_local_only/native_margin_refute_minus_not_entitled,frame_local_only:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,CONNECTED_NONZERO,2,0,2,2,5.97124719619751,4.459351539611816,4.0
frame_local_only,native,native/frame_local_only/native_margin_refute_minus_not_entitled,frame_local_only:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,native,native/frame_local_only/native_margin_refute_minus_not_entitled,frame_local_only:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,native,native/frame_local_only/native_margin_refute_minus_not_entitled,frame_local_only:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_top1_runner_up_margin,joint:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_top1_runner_up_margin,joint:frame_branch,frame_branch,10,10,DISCONNECTED,0,10,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_top1_runner_up_margin,joint:predicate_branch,predicate_branch,10,10,DISCONNECTED,0,10,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_top1_runner_up_margin,joint:sufficiency_branch,sufficiency_branch,6,6,DISCONNECTED,0,6,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_top1_runner_up_margin,joint:polarity_branch,polarity_branch,8,8,DISCONNECTED,0,8,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_top1_runner_up_margin,joint:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_top1_runner_up_margin,joint:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_top1_runner_up_margin,joint:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,native,native/frame_local_only/native_top1_runner_up_margin,joint:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,native,native/frame_local_only/native_top1_runner_up_margin,frame_local_only:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,native,native/frame_local_only/native_top1_runner_up_margin,frame_local_only:frame_branch,frame_branch,10,10,DISCONNECTED,0,10,0,0,0.0,0.0,0.0
frame_local_only,native,native/frame_local_only/native_top1_runner_up_margin,frame_local_only:predicate_branch,predicate_branch,10,10,CONNECTED_NONZERO,10,0,10,10,4702.9619140625,36.6536750793457,7.670698642730713
frame_local_only,native,native/frame_local_only/native_top1_runner_up_margin,frame_local_only:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_NONZERO,6,0,6,6,740.867431640625,8.260886192321777,0.7439945340156555
frame_local_only,native,native/frame_local_only/native_top1_runner_up_margin,frame_local_only:polarity_branch,polarity_branch,8,8,CONNECTED_NONZERO,8,0,8,8,1305.9652099609375,15.885248184204102,2.0362231731414795
frame_local_only,native,native/frame_local_only/native_top1_runner_up_margin,frame_local_only:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,CONNECTED_NONZERO,2,0,2,2,4.7805585861206055,3.4886083602905273,3.0
frame_local_only,native,native/frame_local_only/native_top1_runner_up_margin,frame_local_only:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,native,native/frame_local_only/native_top1_runner_up_margin,frame_local_only:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,native,native/frame_local_only/native_top1_runner_up_margin,frame_local_only:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,candidate,candidate/00100000000000/counterfactual_score_support,joint:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,candidate,candidate/00100000000000/counterfactual_score_support,joint:frame_branch,frame_branch,10,10,CONNECTED_NONZERO,10,0,10,10,2553.40771484375,19.766010284423828,4.277304172515869
joint,candidate,candidate/00100000000000/counterfactual_score_support,joint:predicate_branch,predicate_branch,10,10,CONNECTED_NONZERO,10,0,10,10,1064.1041259765625,8.203303337097168,2.392103433609009
joint,candidate,candidate/00100000000000/counterfactual_score_support,joint:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_NONZERO,6,0,6,6,232.4355010986328,2.670037269592285,0.31787362694740295
joint,candidate,candidate/00100000000000/counterfactual_score_support,joint:polarity_branch,polarity_branch,8,8,CONNECTED_NONZERO,8,0,8,6,612.0086669921875,10.4174165725708,2.810325860977173
joint,candidate,candidate/00100000000000/counterfactual_score_support,joint:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,CONNECTED_ZERO_AT_OBSERVED_BATCH,2,0,2,0,0.0,0.0,0.0
joint,candidate,candidate/00100000000000/counterfactual_score_support,joint:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
joint,candidate,candidate/00100000000000/counterfactual_score_support,joint:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,candidate,candidate/00100000000000/counterfactual_score_support,joint:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_score_support,frame_local_only:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_score_support,frame_local_only:frame_branch,frame_branch,10,10,CONNECTED_NONZERO,10,0,10,10,2768.831298828125,28.772733688354492,12.919443130493164
frame_local_only,candidate,candidate/00100000000000/counterfactual_score_support,frame_local_only:predicate_branch,predicate_branch,10,10,CONNECTED_NONZERO,10,0,10,10,2968.625244140625,23.518720626831055,6.384940147399902
frame_local_only,candidate,candidate/00100000000000/counterfactual_score_support,frame_local_only:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_ZERO_AT_OBSERVED_BATCH,6,0,6,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_score_support,frame_local_only:polarity_branch,polarity_branch,8,8,CONNECTED_ZERO_AT_OBSERVED_BATCH,8,0,8,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_score_support,frame_local_only:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_score_support,frame_local_only:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_score_support,frame_local_only:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,candidate,candidate/00100000000000/counterfactual_score_support,frame_local_only:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,candidate,candidate/00100000000000/counterfactual_score_not_entitled,joint:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,candidate,candidate/00100000000000/counterfactual_score_not_entitled,joint:frame_branch,frame_branch,10,10,CONNECTED_NONZERO,10,0,10,10,78.89346313476562,0.6624912023544312,0.14690491557121277
