scope,intervention_type,metric,mean,std,n,formatted
within_intervention,irrelevant_evidence,spearman_predicate_coverage_prob__sufficiency_prob,-0.26010928961748636,0.4039541383336801,3,-0.2601 +/- 0.4040
within_intervention,irrelevant_evidence,spearman_sufficiency_prob__entitlement_prob,0.6915995183847365,0.0958432937229046,3,0.6916 +/- 0.0958
within_intervention,irrelevant_evidence,spearman_sufficiency_prob__polarity_margin,0.6824858757062148,0.41536520858266035,3,0.6825 +/- 0.4154
within_intervention,location_swap,n,60.0,0.0,3,60.0000 +/- 0.0000
within_intervention,location_swap,pearson_entitlement_prob__polarity_margin,0.3726784573685978,0.08723776657855875,3,0.3727 +/- 0.0872
within_intervention,location_swap,pearson_frame_prob__entitlement_prob,0.9994209094733914,0.00041101765601266434,3,0.9994 +/- 0.0004
within_intervention,location_swap,pearson_frame_prob__polarity_margin,0.3697580483770022,0.089458970181808,3,0.3698 +/- 0.0895
within_intervention,location_swap,pearson_frame_prob__predicate_coverage_prob,0.020765018897603665,0.04759886987629208,3,0.0208 +/- 0.0476
within_intervention,location_swap,pearson_frame_prob__sufficiency_prob,-0.6565952124209602,0.05204872791893004,3,-0.6566 +/- 0.0520
within_intervention,location_swap,pearson_max_abs_off_diagonal,0.9994209094733914,0.00041101765601266434,3,0.9994 +/- 0.0004
